case,ax,rate,de,de_lo,cap
case_04,My,0.1,1.2725803895328236,0.258602781179215,0.4838380314901657
case_04,My,0.2,0.9851142985973609,0.4361872759721615,0.4274085814511847
case_04,My,0.3,1.2418825221306382,0.32867076646767796,0.41612850887561464
case_04,My,0.45,1.276767642149798,0.5251641596319689,0.41690184295604527
case_04,My,0.65,0.6473873581766584,0.32224415123184647,0.42695564423159144
case_04,My,0.9,0.7281711224453706,0.33100166221903976,0.44322244963769636
case_04,My,1.2,0.8521216368735088,0.4872994974365043,0.4637569295904372
case_05,Mx,0.1,1.488976159649318,0.5764649702666629,0.611727538256135
case_05,Mx,0.2,1.590004231923137,0.6554992453126404,0.527514687663975
case_05,Mx,0.3,1.1945447237927092,0.32838640638098726,0.50806267122018
case_05,Mx,0.45,1.201816814485823,0.3946818990031378,0.5045583946650436
case_05,Mx,0.65,1.0315297267125572,0.33062993932928364,0.5132847192806976
case_05,Mx,0.9,1.169887431357635,0.36328593386083247,0.5300233618789406
case_05,Mx,1.2,1.3352804049124196,0.24855680658176718,0.5521007492031031
case_05,Mx,0.1,0.5038518036691789,0.264263312860825,0.611727538256135
case_05,Mx,0.2,1.2620279050918768,0.4584203101072921,0.527514687663975
case_05,Mx,0.3,0.6907509207877853,0.2164309045257355,0.50806267122018
case_05,Mx,0.45,0.950517777830692,0.18986226476382317,0.5045583946650436
case_05,Mx,0.65,0.502572869655441,0.1638133571504682,0.5132847192806976
case_05,Mx,0.9,0.5948164264540813,0.30689619417921715,0.5300233618789406
case_05,Mx,1.2,0.6501145394950405,0.34873240760675706,0.5521007492031031
case_05,My,0.1,1.5228126367604873,0.3889465366440486,0.4838380314901657
case_05,My,0.2,0.802863718873332,0.5145180139661527,0.4274085814511847
case_05,My,0.3,0.9859577237949377,0.160817991925737,0.41612850887561464
case_05,My,0.45,1.8285235636356505,0.9972249757176499,0.41690184295604527
case_05,My,0.65,1.7770661627775732,0.39654626639557367,0.42695564423159144
case_05,My,0.9,1.4894365786079726,0.32102537570207507,0.44322244963769636
case_05,My,1.2,1.2843120294204893,0.3747642605308254,0.4637569295904372
case_05,My,0.1,1.0413464744211627,0.5907844497656096,0.4838380314901657
case_05,My,0.2,0.8346854976400582,0.28603633020386743,0.4274085814511847
case_05,My,0.3,1.2659466293431798,0.3362294256073466,0.41612850887561464
case_05,My,0.45,0.6935000026746977,0.220297521278617,0.41690184295604527
case_05,My,0.65,0.8206948489320707,0.43152690321424375,0.42695564423159144
case_05,My,0.9,1.1189470958076309,0.27658737640843417,0.44322244963769636
case_05,My,1.2,1.477977549029673,0.9522813648932718,0.4637569295904372
